parsed_duration,parsed_name,parsed_objectives,parsed_price,parsed_sku,parsed_url,processed_duration,processed_price
2 jours - 14 h,Formation : Exercer sereinement son autorité,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Revaloriser sa responsabilité et construire sa légitimité de manager</li>
<li>S’affirmer dans son rôle de manager et gagner en leadership</li>
<li>Acquérir les clés d’une autorité managériale légitime et reconnue</li>
</ul>
                                            </div>",1 300 €,5122,https://www.comundi.fr/formation-maitriser-les-fondamentaux-du-management/formation-exercer-sereinement-son-autorite.html,14,1300
2 jours - 14 h,Formation : Communiquer efficacement avec son équipe et sa hiérarchie,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Prendre conscience de son image et de sa façon de communiquer avec ses collaborateurs, ses partenaires, sa hiérarchie</li>
<li>Adapter sa stratégie de communication en fonction de chaque profil et des situations de management.</li>
<li>Utiliser les techniques de communication pour développer son leadership, mieux gérer les conflits et créer un climat de confiance et de coopération</li>
</ul>
                                            </div>",1 400 €,LG38,https://www.comundi.fr/formation-maitriser-les-fondamentaux-du-management/formation-communiquer-efficacement-avec-son-equipe-et-sa-hierarchie.html,14,1400
2 jours - 14 h,Formation : Cohésion et esprit d'équipe,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul><li>Asseoir son leadership et le faire reconnaître</li><li>Développer l'engagement de tous en pratiquant des relations personnalisées
</li><li>Mener des actions pratiques pour mieux travailler ensemble</li></ul>
                                            </div>",1 300 €,2830,https://www.comundi.fr/formation-maitriser-les-fondamentaux-du-management/formation-cohesion-et-esprit-d-equipe.html,14,1300
2 jours - 14 h,Formation - Les outils de pilotage du manager : concilier agilité et performance,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Faire du tableau de bord un outil performant de contrôle et de prise de décision</li>
<li>Accroître ses performances de manager en allouant les bonnes ressources au bon endroit</li>
<li>Produire des documents factuels et visuels pour convaincre</li>
</ul>
                                            </div>",1 300 €,5355,https://www.comundi.fr/formation-maitriser-les-fondamentaux-du-management/formation-les-outils-de-pilotage-du-manager-concilier-agilite-et-performance.html,14,1300
1 jour - 7 h,Formation - Atelier : réussir ses entretiens de recadrage,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Maîtriser la méthodologie pour conduire un entretien de recadrage</li>
<li>Gagner en professionnalisme dans la conduite d’un entretien de recadrage</li>
<li>Acquérir les outils pour faire face aux comportements difficiles et situations de crise</li>
</ul>
                                            </div>",800 €,5130,https://www.comundi.fr/formation-maitriser-les-fondamentaux-du-management/formation-atelier-reussir-ses-entretiens-de-recadrage.html,7,800
2 jours - 14 h,Concours & examen professionnel technicien(ne) principal(e) territorial - Oral,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Maîtriser l'exercice de l'entretien oral devant un jury</li>
<li>Parfaire la présentation devant jury du parcours professionnel de chaque candidat</li>
</ul>
                                            </div>",1 099 €,2282,https://www.comundi.fr/formation-epreuves-filiere-technique/concours-examen-professionnel-technicien-ne-principal-e-territorial-oral.html,14,1099
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Concours d'assistant territorial socio-éducatif - Oral,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Se préparer à l'oral du concours d'assistant socio-éducatif</li>
<li>S'entraîner à l'entretien de motivation</li>
<li>Apprendre à gérer le stress d'un oral devant jury</li>
</ul>
                                            </div>",,2221,https://www.comundi.fr/formation-preparation-concours-et-examens-fonction-publique/concours-d-assistant-territorial-socio-educatif-oral.html,,
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Concours d'assistant territorial socio-éducatif - Ecrit,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Réussir les épreuves écrites du concours d'assistant socio-éducatif</li>
<li>Maîtriser l'épreuve de rapport avec propositions</li>
<li>Revoir les principes inhérents à la déontologie de la profession et son environnement territorial</li>
<li>Méthodologie et conseils pour gérer le temps de l'épreuve</li>
</ul>
                                            </div>",,3644,https://www.comundi.fr/formation-epreuves-filiere-medico-sociale/concours-d-assistant-territorial-socio-educatif-ecrit.html,,
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Formation : préparation au dossier RAEP,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Compléter son dossier RAEP</li>
<li>Savoir mettre en valeur son expérience professionnelle</li>
<li>Savoir présenter son parcours à l'oral devant jury</li>
</ul>
                                            </div>",,3414,https://www.comundi.fr/formation-preparation-concours-et-examens-fonction-publique/formation-preparation-au-dossier-raep.html,,
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Examen professionnel d’agent de maîtrise territorial - Ecrit & Oral,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>S'entraîner en vue de l'examen professionnel d'agent de maîtrise territorial</li>
<li>S'exercer à la résolution d'un cas pratique à partir d'un dossier</li>
<li>S'entraîner à l'entretien devant jury via des oraux blancs</li>
</ul>
                                            </div>",,MBPR28,https://www.comundi.fr/formation-epreuves-filiere-technique/examen-professionnel-d-agent-de-maitrise-territorial-ecrit-oral.html,,
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Examen professionnel de rédacteur principal de 1ère et 2ème classe - écrit,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Réussir les épreuves écrites de l'examen professionnel de rédacteur territorial principal 1ère et 2ème classe</li>
<li>Maîtriser l'épreuve du rapport de dossier avec propositions</li>
<li>Arriver à gérer le stress et le temps d'une épreuve écrite d'examen professionnel</li>
</ul>
                                            </div>",,2657,https://www.comundi.fr/formation-epreuves-filiere-administrative/examen-professionnel-de-redacteur-principal-de-1ere-et-2eme-classe-ecrit.html,,
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Examen Professionnel d'adjoint administratif 1ère classe - Ecrit,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Réussir l'écrit de l'examen professionnel d'adjoint administratif</li>
<li>Maîtriser l'épreuve de réponse à plusieurs questions</li>
<li>Arriver à gérer ces épreuves dans le temps imparti de l'épreuve</li>
</ul>
                                            </div>",,MBPR14,https://www.comundi.fr/formation-epreuves-filiere-administrative/examen-professionnel-d-adjoint-administratif-1ere-classe-ecrit.html,,
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Concours de rédacteur territorial - Oral,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Se présenter avec succès aux oraux du concours de rédacteur territorial</li>
<li>Se préparer à l'entretien comprenant une présentation de l'expérience professionnelle du candidat et un échange avec le jury</li>
<li>Apprendre à gérer le stress d'un oral et à conduire l'oral dans le temps imparti de l'épreuve</li>
</ul>
                                            </div>",,2222,https://www.comundi.fr/formation-preparation-concours-et-examens-fonction-publique/concours-de-redacteur-territorial-oral.html,,
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Concours de rédacteur / rédactrice principal(e) 2ème classe - Ecrit,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Maîtriser l’épreuve du rapport de dossier avec propositions</li>
<li>Arriver à gérer cette épreuve dans le temps imparti de l’épreuve</li>
<li>Bénéficier d’entraînements corrigés pour progresser rapidement</li>
</ul>
                                            </div>",,3412,https://www.comundi.fr/formation-preparation-concours-et-examens-fonction-publique/concours-de-redacteur-redactrice-principal-e-2eme-classe-ecrit.html,,
2 jours - 14 h,Formation Data RH et RGPD : protéger et traiter les données de l'entreprise,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Comprendre et prévenir les risques liés à la protection des données à caractère personnel</li>
<li>Identifier vos devoirs en matière de protection des données et connaître la réglementation applicable</li>
<li>Etablir un meilleur traitement des données RH : de la collecte des données à leur suppression</li>
</ul>
                                            </div>",1 495 €,4595,https://www.comundi.fr/formation-management-des-ressources-humaines/formation-data-rh-et-rgpd-proteger-et-traiter-les-donnees-de-l-entreprise.html,14,1495
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Concours d'adjoint administratif 1ère classe - Oral,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Acquérir les clés de succès pour l’oral de motivation </li>
<li>Gagner en aisance à l’oral </li>
<li>Gérer le stress d’une épreuve devant un jury</li>
</ul>
                                            </div>",,3402,https://www.comundi.fr/formation-preparation-concours-et-examens-fonction-publique/concours-d-adjoint-administratif-1ere-classe-oral.html,,
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Concours d'adjoint administratif 1ère classe - écrit,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Réussir les épreuves écrites du concours d'adjoint administratif</li>
<li>Maîtriser l'épreuve de français du concours</li>
<li>Maîtriser l'épreuve du tableau numérique du concours</li>
<li>Arriver à gérer ces épreuves dans le temps imparti de l'épreuve</li>
</ul>
                                            </div>",,3401,https://www.comundi.fr/formation-preparation-concours-et-examens-fonction-publique/concours-d-adjoint-administratif-1ere-classe-ecrit.html,,
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Dynamiser son parcours professionnel,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul><li>Identifier et savoir valoriser ses compétences pour gagner en confiance</li><li>Capitaliser sur ses ressources et clarifier son projet professionnel
</li><li>Fixer sa stratégie d’évolution et d’apprentissage personnelle</li></ul>
                                            </div>",,MC83,https://www.comundi.fr/formation-preparer-sa-mobilite-maitriser-les-techniques-de-recherche-d-emploi/dynamiser-son-parcours-professionnel.html,,
2 jours - 14 h,Formation : Réussir sa transition/reconversion professionnelle,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Faire le point sur ses compétences et aspirations professionnelles, ses talents, ses envies</li>
<li>Définir son projet professionnel et son positionnement au regard de ses motivations et de sa personnalité</li>
<li>Mettre en place son plan d’action pour lancer un nouveau projet professionnel</li>
</ul>
                                            </div>",1 300 €,5472,https://www.comundi.fr/formation-preparer-sa-mobilite-maitriser-les-techniques-de-recherche-d-emploi/formation-reussir-sa-transition-reconversion-professionnelle.html,14,1300
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Cycle certifiant - Devenir Coach professionnel,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul><li>Acquérir les outils et compétences nécessaires à la pratique du coaching individuel et collectif
</li><li>S’imprégner de la posture et du mode de communication du coach
</li><li>Favoriser le développement professionnel de vos interlocuteurs</li></ul>
                                            </div>",,MC45,https://www.comundi.fr/formation-devenir-consultant-formateur-coach/cycle-certifiant-devenir-coach-professionnel.html,,
2 jours - 14 h,Formation : Réussir dans son rôle de tuteur,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Se positionner dans son rôle, ses missions et responsabilités de tuteur</li>
<li>Acquérir les outils et techniques pour accompagner son tutoré : structure, pédagogie et communication</li>
<li>Organiser, piloter et évaluer l’apprentissage et la progression du tutoré</li>
</ul>
                                            </div>",1 300 €,LR12,https://www.comundi.fr/formation-devenir-consultant-formateur-coach/formation-reussir-dans-son-role-de-tuteur.html,14,1300
2 jours,Formation CSE - Droit du travail et défense des salariés,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Connaître le droit du travail pour bien remplir son mandat</li>
<li>Apporter une réponse simple aux questions des salariés et bien les orienter</li>
<li>Accompagner efficacement les salariés en difficulté</li>
<li>Parler en connaissance de cause avec l’employeur</li>
</ul>
                                            </div>",995 €,3203,https://www.comundi.fr/formation-missions-et-attributions/formation-cse-droit-du-travail-et-defense-des-salaries.html,14,995
20 jours - 140 h,"Cycle certifié : Coaching des Individus, des Equipes et des Organisations","<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Acquérir la posture et les 11 compétences du coach selon le référentiel ICF</li>
<li>Bénéficier d’un entraînement pratique intensif avec supervision et mentoring</li>
<li>Obtenir la certification ACTP d’ICF à travers un processus rigoureux d’évaluation</li>
</ul>
                                            </div>",11 990 €,MC48,https://www.comundi.fr/formation-devenir-consultant-formateur-coach/cycle-certifie-coaching-des-individus-des-equipes-et-des-organisations.html,140,11990
2 jours - 14 h,Examen professionnel d’attaché(e) principal - Oral,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Se préparer à un entretien devant jury</li>
<li>Améliorer sa prestation à l’oral en apprenant à mieux gérer son stress</li>
</ul>
                                            </div>",1 099 €,3403,https://www.comundi.fr/formation-preparation-concours-et-examens-fonction-publique/examen-professionnel-d-attache-e-principal-oral.html,14,1099
3 jours - 21 h,Examen professionnel d'attaché(e) territorial principal - Ecrit,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Réussir l'écrit de l'examen professionnel d'attaché(e) territorial principal</li>
<li>Maîtriser l'épreuve de note avec solutions opérationnelles</li>
<li>Conseils méthodologiques pour arriver à gérer la rédaction d'un devoir dans le temps imparti de l'épreuve</li>
</ul>
                                            </div>",1 425 €,3411,https://www.comundi.fr/formation-preparation-concours-et-examens-fonction-publique/examen-professionnel-d-attache-e-territorial-principal-ecrit.html,21,1425
2 jours - 14 h,Concours et examen professionnel de rédacteur / rédactrice principal(e) - Oral,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Se présenter avec succès à l'épreuve orale du concours / examen professionnel de rédacteur territorial principal</li>
<li>Se préparer à l'entretien comprenant une présentation de l'expérience professionnelle du candidat et un échange avec le jury</li>
<li>Apprendre à gérer le stress d'un oral et à conduire l'épreuve dans le temps imparti</li>
</ul>
                                            </div>",1 099 €,2437,https://www.comundi.fr/formation-preparation-concours-et-examens-fonction-publique/concours-et-examen-professionnel-de-redacteur-redactrice-principal-e-oral.html,14,1099
3 jours - 21 h,Concours de rédacteur / rédactrice territorial - Ecrit,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Se préparer aux épreuves écrites du concours de rédacteur / rédactrice territorial</li>
<li>S'exercer à la note de synthèse</li>
<li>Apprendre à gérer le temps imparti des épreuves</li>
</ul>
                                            </div>",1 425 €,3404,https://www.comundi.fr/formation-preparation-concours-et-examens-fonction-publique/concours-de-redacteur-redactrice-territorial-ecrit.html,21,1425
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Formation Elu du CE/CSE : communiquer sereinement avec la direction,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul><li>Communiquer et prendre la parole avec assurance</li><li>Formuler clairement des demandes, émettre des appréciations et négocier</li><li>Bâtir de la confiance par des attitudes déterminées mais flexibles</li></ul>
                                            </div>",,3194,https://www.comundi.fr/formation-chsct/formation-elu-du-ce-cse-communiquer-sereinement-avec-la-direction.html,,
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Formation : Elaborer et réussir la négociation annuelle obligatoire (NAO),"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Préparer chaque thématique pouvant ou devant être négociée lors de la NAO</li>
<li>Augmenter sa vigilance sur les propositions de l’employeur</li>
<li>Veiller au bon déroulement de la réunion et poser les bonnes questions</li>
<li>Acquérir une méthodologie de négociation</li>
</ul>
                                            </div>",,2977,https://www.comundi.fr/formation-communication-negociation/formation-elaborer-et-reussir-la-negociation-annuelle-obligatoire-nao.html,,
2 jours - 14 h,Concours d’attaché(e) territorial - Oral,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Réussir le concours d'attaché territorial</li>
<li>Se préparer à l'entretien avec mise en situation professionnelle du candidat (voie externe)</li>
<li>Se préparer à l'entretien comprenant une présentation du parcours professionnel et une conversation avec le jury (voie interne et 3ème concours)</li>
<li>Améliorer sa prestation à l'oral d'un concours en apprenant à mieux gérer son stress</li>
<li><a href=""https://www.mb-prepa-concours.fr/preparation-concours-et-examens/concours-d-attache-territorial/voie-interne-3eme-concours/administration-generale/webconferences-culture-territoriale.html"" target=""_blank"">Renforcez votre culture territoriale grâce à nos séances de webconférences de culture territoriale en cliquant ici!</a></li>
</ul>
                                            </div>",1 099 €,3092,https://www.comundi.fr/formation-preparation-concours-et-examens-fonction-publique/concours-d-attache-e-territorial-oral.html,14,1099
2+2,Concours d’attaché(e) territorial - Ecrit par voie interne et 3ème concours,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Réussir l'écrit du concours d'attaché(e) territorial par voie interne ou 3ème concours : rapport avec propositions :</li>
<li>Savoir exploiter à bon escient le dossier de documents</li>
<li>S'entraîner pour progresser dans une argumentation à l'écrit</li>
<li>Mobiliser ses connaissances pour enrichir les propositions opérationnelles</li>
<li>Gérer le temps et le stress de l'épreuve</li>
</ul>
                                            </div>",1 425 €,2450,https://www.comundi.fr/formation-preparation-concours-et-examens-fonction-publique/concours-d-attache-e-territorial-ecrit-par-voie-interne-et-3eme-concours.html,14,1425
5 jours - 35 h,Concours d’attaché(e) territorial - Ecrit par voie externe,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Réussir les épreuves écrites du concours d'attaché(e) territorial par voie externe : composition et note de synthèse</li>
<li>Conseils méthodologiques pour arriver à gérer le stress et le temps de ces épreuves d'admissibilité</li>
</ul>
                                            </div>",1 996 €,2270,https://www.comundi.fr/formation-preparation-concours-et-examens-fonction-publique/concours-d-attache-e-territorial-ecrit-par-voie-externe.html,35,1996
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Concours de technicien territorial par voie externe - Ecrit,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Acquérir la méthodologie pour passer avec succès la phase d'admissibilité du concours de technicien territorial par voie externe</li>
<li>Bénéficier d'entraînements pas à pas sur l'épreuve de réponses à plusieurs questions</li>
<li>Gérer la contrainte de temps, le stress de l'exercice</li>
</ul>
                                            </div>",,2280,https://www.comundi.fr/formation-epreuves-filiere-technique/concours-de-technicien-territorial-par-voie-externe-ecrit.html,,
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Concours d’agent de maîtrise territorial - Oral,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Se préparer à l'oral du concours d'agent de maîtrise territorial</li>
<li>S'exercer à l'épreuve d'entretien oral, portant sur la capacité du candidat à s'intégrer dans son environnement territorial futur, son aptitude et ses motivations à exercer de nouvelles missions (voie externe)</li>
<li>S'entraîner à l'entretien oral débutant par une présentation de l'expérience professionnelle du candidat et visant à apprécier les capacités du candidat, notamment ses qualités d'encadrement et sa motivation (voie interne et 3ème concours)</li>
<li>Conseils de gestion du stress face à un jury de concours</li>
</ul>
                                            </div>",,3407,https://www.comundi.fr/formation-epreuves-filiere-technique/concours-d-agent-de-maitrise-territorial-oral.html,,
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Concours  d'ingénieur en chef - Oral,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Acquérir toutes les clés de la réussite au concours d'ingénieur territorial</li>
<li>S'entraîner à l'entretien oral</li>
<li>Répondre aux questions du jury</li>
<li>Gérer son stress lors d'une prestation orale</li>
</ul>
                                            </div>",,2746,https://www.comundi.fr/formation-epreuves-filiere-technique/concours-d-ingenieur-en-chef-oral.html,,
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Concours  d'ingénieur en chef - Ecrit,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Acquérir toutes les clés de la réussite au concours d'ingénieur territorial</li>
<li>Gérer le temps d'une épreuve longue</li>
</ul>
                                            </div>",,MBPR39,https://www.comundi.fr/formation-epreuves-filiere-technique/concours-d-ingenieur-en-chef-ecrit.html,,
3 jours - 21 h,Examen professionnel d’ingénieur territorial - Ecrit,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Se préparer de manière intensive à l'exercice du rapport avec propositions</li>
<li>S'exercer au projet et obtenir un entraînement personnalisé en fonction de l'option et de la spécialité choisies par le candidat</li>
<li>Renforcer ses qualités rédactionnelles et sa gestion du temps</li>
</ul>
                                            </div>",1 860 €,2441,https://www.comundi.fr/formation-epreuves-filiere-technique/examen-professionnel-d-ingenieur-territorial-ecrit.html,21,1860
3 jours - 21 h,"Concours et examen professionnel de technicien(ne) territorial principal de 2ème classe, concours de technicien territorial en voie interne - Ecrit","<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Se préparer à l'épreuve d'admissibilité commune aux 3 voies du concours de technicien(ne) principal(e) 2ème classe ainsi qu'à l'examen professionnel de technicien(ne) principal(e) 2ème classe</li>
<li>Se préparer à l'épreuve écrite du concours de technicien(ne) territorial en voie interne ou 3ème concours</li>
<li>Maîtriser l'épreuve de rapport avec propositions opérationnelles</li>
</ul>
                                            </div>",1 425 €,2281,https://www.comundi.fr/formation-epreuves-filiere-technique/concours-et-examen-professionnel-de-technicien-ne-territorial-principal-de-2eme-classe-concours-de-technicien-territorial-en-voie-interne-ecrit.html,21,1425
2 jours - 14 h,Concours et examen professionnel d’ingénieur(e) territorial - Oral,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>S’entrainer à l’entretien devant un jury</li>
<li>Construire la présentation de son expérience professionnelle</li>
<li>Gagner en confiance à l’oral</li>
<li>Mettre en avant devant le jury ses capacités à analyser un problème technique ou d’encadrement</li>
</ul>
                                            </div>",1 099 €,3409,https://www.comundi.fr/formation-epreuves-filiere-technique/concours-et-examen-professionnel-d-ingenieur-e-territorial-oral.html,14,1099
5 jours - 35 h,Concours d’agent de maîtrise territorial - Ecrit,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Réussir les épreuves écrites du concours d'agent de maîtrise territorial</li>
<li>Préparer les épreuves de la voie externe : cas pratiques sur la spécialité choisie par le candidat et problèmes de mathématiques</li>
<li>S'entraîner aux épreuves de la voie interne et 3ème concours : cas pratiques et exercices de vérification des connaissances techniques en lien avec la spécialité choisie par le candidat</li>
</ul>
                                            </div>",2 494.75 €,2283,https://www.comundi.fr/formation-epreuves-filiere-technique/concours-d-agent-de-maitrise-territorial-ecrit.html,35,2494.75
4 jours - 28 h,Concours d'ingénieur(e) territorial par voie interne - Ecrit,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Maîtriser toutes les clés de réussite de l'épreuve de rapport avec propositions du concours d'ingénieur(e) en voie interne ou 3ème concours</li>
<li>Gestion du temps, gestion du stress... Identifier vos axes de progression pour être prêt le jour J!</li>
</ul>
                                            </div>",1 995 €,3413,https://www.comundi.fr/formation-epreuves-filiere-technique/concours-d-ingenieur-e-territorial-par-voie-interne-ecrit.html,28,1995
3 jours - 21 h,Concours d'ingénieur(e) territorial par voie externe - Ecrit,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Réussir aux épreuves écrites du concours d'ingénieur(e) territorial</li>
<li>S'entraîner à la rédaction de notes avec propositions</li>
</ul>
                                            </div>",1 425 €,3408,https://www.comundi.fr/formation-epreuves-filiere-technique/concours-d-ingenieur-e-territorial-par-voie-externe-ecrit.html,21,1425
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Formation IRP : décrypter les comptes de l'entreprise,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Acquérir les notions élémentaires du fonctionnement économique d'une entreprise</li>
<li>Mesurer la santé financière de son entreprise et identifier les indicateurs d’alerte</li>
<li>Détecter les signes annonciateurs des difficultés</li>
<li>Se familiariser avec la lecture des états financiers</li>
</ul>
                                            </div>",,3165,https://www.comundi.fr/formation-budget-comptabilite-et-avantages-aux-salaries/formation-irp-decrypter-les-comptes-de-l-entreprise.html,,
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Formation : Organiser les élections professionnelles dans la fonction publique hospitalière,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Maitriser les étapes de la préparation des élections pour chaque instance </li>
<li>Respecter les obligations légales et réglementaires en termes d’organisation</li>
<li>Assurer le bon déroulement et le contrôle des élections afin d’éviter tout risques de contentieux </li>
</ul>
                                            </div>",,5169,https://www.comundi.fr/formation-ressources-humaines-hospitalieres/formation-organiser-les-elections-professionnelles-dans-la-fonction-publique-hospitaliere.html,,
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Formation : Mettre en place les nouvelles mesures de l'accord PPCR,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Sécuriser vos pratiques RH suite aux nouveaux « décrets PPCR »</li>
<li>Assurer la conformité des parcours statutaires</li>
<li>Mieux accompagner la carrière de vos agents</li>
<li>Maîtriser les transformations de prime en revalorisation indiciaire</li>
</ul>
                                            </div>",,2894,https://www.comundi.fr/formation-ressources-humaines-secteur-public/formation-mettre-en-place-les-nouvelles-mesures-de-l-accord-ppcr.html,,
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Créer un parcours interne de formation «Non-discrimination à l'embauche» dans son entreprise,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Construire un parcours de formation interne « non-discrimination à l’embauche » pour son entreprise</li>
<li>Sécuriser les pratiques internes de recrutement et répondre à l’obligation légale de formation</li>
<li>Sensibiliser et former les recruteurs et managers à la non-discrimination</li>
</ul>
                                            </div>",,5152,https://www.comundi.fr/formation-recrutement/creer-un-parcours-interne-de-formation-non-discrimination-a-l-embauche-dans-son-entreprise.html,,
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Cycle : Chargé(e) des Ressources Humaines,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Gagner en expertise sur les techniques RH : recrutement, GPEC, rémunération…</li>
<li>Sécuriser sa pratique du droit social et les relations avec IRP</li>
<li>Suivre sereinement l'activité RH et renfocer son rôle de conseil dans l'entreprise</li>
</ul>
                                            </div>",,3204,https://www.comundi.fr/formation-management-des-ressources-humaines/cycle-charge-e-des-ressources-humaines.html,,
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Trouver des solutions par la technique du co-développement,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Expérimenter le processus de co-développement pour améliorer ses pratiques RH</li>
<li>Découvrir une dynamique de réflexion collective et de résolution de problèmes </li>
<li>Maîtriser les bases d'animation d'un groupe de co-développement pour le mettre en place dans son service et/ou son entreprise</li>
</ul>
                                            </div>",,4743,https://www.comundi.fr/formation-management-des-ressources-humaines/trouver-des-solutions-par-la-technique-du-co-developpement.html,,
Cette formation est disponible en session individuelle ou intra-entreprise uniquement,Formation Transformation digitale : plan d'actions et postures RH,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Comprendre et promouvoir les enjeux de la transformation digitale en entreprise</li>
<li>Définir le champ d'actions des Ressources Humaines, construire une stratégie pro-digitale et le plan adapté</li>
<li>Acquérir une position d'accompagnateur et de facilitateur du changement</li>
</ul>
                                            </div>",,2882,https://www.comundi.fr/formation-management-des-ressources-humaines/formation-transformation-digitale-plan-d-actions-et-postures-rh.html,,
2 jours - 14 h,Formation : Relancer une démarche GPEC dans son entreprise,"<div id=""objectifs1"" class=""collapse in collapsed-xs"">
                                                <ul>
<li>Relancer une démarche GPEC plus efficace et opérationnelle</li>
<li>Profiter des contraintes légales pour renouveler votre gestion des compétences</li>
<li>Utiliser la formation comme levier de performance au service de la GPEC</li>
</ul>
                                            </div>",1 495 €,ST10,https://www.comundi.fr/formation-gpec/formation-relancer-une-demarche-gpec-dans-son-entreprise.html,14,1495
